scenario missing freq.st1 freq.st2 freq.st3 freq.st4 freq.st5 Theta.i20.Syn Theta.i20.NSyn Theta.i40.Syn Theta.i40.NSyn Theta.i60.Syn Theta.i60.NSyn Theta.i80.Syn Theta.i80.NSyn Theta.i100.Syn Theta.i100.NSyn Div.Syn Div.Nsyn
SLiM_03_sum.txt_boot_012.txt 0.1 0.1045 0.2977 0.4977 0.6976 0.8932 6789.08730158694 9671.71626984108 8058.39682539671 9573.37579365058 8862.70714285705 10202.68015873 10207.1075396824 12190.4757936506 10483.3988095238 13712.8793650792 134714 293342
SLiM_03_sum.txt_boot_012.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.892 6795.54047619026 9708.85674603173 8144.54999999998 9626.47698412705 8737.48730158728 10053.2452380953 10185.1642857143 12193.130952381 10575.6619047618 13695.4535714285 134757 293417
SLiM_03_sum.txt_boot_012.txt 0.5 0.1081 0.2959 0.4959 0.6959 0.8878 6803.15952380974 9650.11904761911 7989.65952380959 9702.71666666663 8822.73095238095 10234.775 9986.10476190473 12017.2011904762 10512.9166666667 13384.8928571429 134904 293614
SLiM_03_sum.txt_boot_012.txt 0.75 0.1168 0.2921 0.4919 0.6917 0.875 6843.08333333337 9687.15000000001 7677.35000000006 9392.11666666661 8781.93333333333 10381.3166666667 9919.41666666668 11567.6666666667 10370.5166666666 13261.4166666666 135343 294200
SLiM_03_sum.txt_boot_012.txt 0.9 0.1436 0.307 0.4979 0.6889 0.8543 2630 3814 3101.66666666667 3683.83333333333 3399.25 4025.16666666667 3489.16666666667 4372 3823 4752 137198 296495
SLiM_03_sum.txt_boot_013.txt 0 0.1 0.29 0.49 0.69 0.89 6565.9999999991 9743.66666666636 7671.30000000014 9632.89999999966 8605.00000000004 10243.5999999995 9982.9999999998 12298.5999999998 10865.5999999998 13906.6999999999 134615 293126
SLiM_03_sum.txt_boot_013.txt 0.1 0.1045 0.2977 0.4977 0.6976 0.8932 6632.8412698409 9746.78531746016 7665.50595238083 9628.78452380936 8602.48214285705 10336.1888888887 10108.5928571427 12296.5392857141 10779.3238095238 13964.1126984126 134645 293157
SLiM_03_sum.txt_boot_013.txt 0.25 0.1053 0.2973 0.4973 0.6973 0.892 6601.83769841251 9742.35119047622 7760.00793650791 9595.93293650799 8614.30992063491 10418.9892857143 9998.76825396827 12140.6710317461 10863.1702380952 13894.8523809524 134680 293243
SLiM_03_sum.txt_boot_013.txt 0.5 0.1081 0.296 0.496 0.696 0.8879 6639.69285714306 9834.85476190481 7649.40238095245 9490.7833333333 8738.08095238098 10346.6571428572 9821.73095238094 12119.8023809523 10729.7833333333 13730.7952380952 134844 293443
SLiM_03_sum.txt_boot_013.txt 0.75 0.1166 0.2918 0.4918 0.6918 0.8752 6678.6666666667 9855.16666666667 7453.95000000004 9555.56666666662 8522.73333333333 10504.4833333333 9564.08333333333 11485.2666666667 10427.75 13178.0833333333 135326 294082
SLiM_03_sum.txt_boot_013.txt 0.9 0.1432 0.3062 0.4976 0.689 0.8544 2606 3857 2933.16666666667 3657.16666666667 3312.16666666667 3862.33333333333 3730.33333333333 4579.33333333333 4084.5 4876 137052 296314
SLiM_03_sum.txt_boot_014.txt 0 0.1 0.29 0.49 0.69 0.89 6608.66666666579 9716.66666666628 7739.50000000014 9597.79999999963 8876.99999999994 9689.89999999967 9827.69999999977 12010.4999999998 10896.6999999998 14002.5999999999 134252 294552
SLiM_03_sum.txt_boot_014.txt 0.1 0.1045 0.2978 0.4977 0.6977 0.8932 6655.29365079326 9641.74206349184 7789.54444444432 9675.126190476 8922.18452380943 9808.84047619036 9932.59444444434 11977.2210317458 10734.6805555555 14055.1674603173 134282 294583
SLiM_03_sum.txt_boot_014.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.892 6702.88253968235 9739.28253968257 7828.38730158726 9555.68492063496 8979.09126984126 9956.74920634922 9639.45595238094 11668.2916666667 10884.5436507936 14240.9603174603 134330 294637
SLiM_03_sum.txt_boot_014.txt 0.5 0.1081 0.2959 0.4959 0.6959 0.8878 6742.15476190497 9749.74047619055 7814.19047619053 9565.07142857136 8710.13333333337 10036.3785714285 9850.01666666667 11763.4404761905 10843.7428571429 13769.9642857143 134466 294845
SLiM_03_sum.txt_boot_014.txt 0.75 0.1168 0.2922 0.4922 0.6922 0.8753 6798.58333333338 9641.33333333332 7631.51666666671 9602.14999999994 8485.36666666668 9860.85000000001 9389.23333333336 11548.4833333333 10792.9166666667 13394.75 134972 295462
SLiM_03_sum.txt_boot_014.txt 0.9 0.1431 0.3061 0.4976 0.6891 0.8545 2570 3799 2918 3733.33333333333 3237.16666666667 3839.83333333333 3590 4342.5 4181.5 4890 136751 297760
