scenario missing freq.st1 freq.st2 freq.st3 freq.st4 freq.st5 Theta.FuLi.Syn Theta.FuLi.Nsyn Theta.Watt.Syn Theta.Watt.Nsyn Theta.Taji.Syn Theta.Taji.Nsyn Theta.FayWu.Syn Theta.FayWu.Nsyn Theta.vhf.Syn Theta.vhf.Nsyn Div.Syn Div.Nsyn
SLiM_04_sum.txt_boot_015.txt 0.5 0.0405 0.2546 0.3468 0.6532 0.8291 50141 66703 36285.171526878 45712.3365430945 30533.7453311881 37367.1791755312 24458.3300219202 35425.9001112268 23871.1364106227 43475.2647118042 115420 276064
SLiM_04_sum.txt_boot_015.txt 0.75 0.0829 0.3016 0.361 0.639 0.7835 44768 56425 33790.7004628654 41970.3379077524 30508.2761495472 37353.5946616369 24685.1759843816 34182.6023123173 23597.037366352 37317.5941948734 116515 278306
SLiM_04_sum.txt_boot_015.txt 0.9 0.2049 0.3811 0.4016 0.5984 0.688 35473 43192 30185.9519637114 37216.3280857705 29360.5798709435 36108.7350233084 25436.7168295763 32981.4364219121 24242.4175268198 32736.8076742354 121486 285365
SLiM_04_sum.txt_boot_016.txt 0 0.02 0.2188 0.34 0.66 0.86 54204 77375 38518.662791317 50106.879021676 30209.0702040852 37526.8661224584 23997.6644897986 37166.2359183672 23575.9415318893 51510.835234592 114917 274132
SLiM_04_sum.txt_boot_016.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 53578 75823 38127.736129125 49458.4945495325 30193.8263758049 37540.1509239176 24029.2508399266 37005.9171015114 23569.7317419075 50521.4427075829 114968 274288
SLiM_04_sum.txt_boot_016.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 52591 73114 37458.9387289637 48324.0269184682 30193.3098927827 37509.6137664001 23982.3611687441 36685.2480469543 23367.0054626367 48675.3611733909 115091 274621
SLiM_04_sum.txt_boot_016.txt 0.5 0.0405 0.2546 0.3468 0.6532 0.8291 50403 67124 36104.2731531898 45984.6215114478 30247.7268111844 37569.1847117911 24098.3950286596 36026.1649796645 23307.2870955623 44609.5812462836 115419 275443
SLiM_04_sum.txt_boot_016.txt 0.75 0.0827 0.3014 0.3609 0.6391 0.7837 44638 57012 33581.3730687642 42406.7234963622 30214.2219579787 37677.0503825446 24410.2242284458 34832.923078425 23290.9048117928 38141.4897358295 116469 277630
SLiM_04_sum.txt_boot_016.txt 0.9 0.2048 0.3812 0.4016 0.5984 0.688 35073 43574 29958.1802655916 37527.4154624841 29138.3834193562 36355.1392893039 25513.3942141198 33441.3771414867 24504.0581091283 33428.1533362225 121207 284880
SLiM_04_sum.txt_boot_017.txt 0 0.02 0.2188 0.34 0.66 0.86 54267 76436 38606.848076467 49911.9783788003 30275.0253061258 37480.1289796017 24138.9338775539 36919.2179591835 23375.9946540678 50060.2449586882 115111 274361
SLiM_04_sum.txt_boot_017.txt 0.1 0.0223 0.2236 0.3408 0.6592 0.856 53784 75196 38258.7032339711 49291.8252296096 30293.2265369296 37470.9293226663 24162.4007979022 36767.0960306517 23499.4557085514 48774.9563615214 115161 274523
SLiM_04_sum.txt_boot_017.txt 0.25 0.0268 0.2325 0.3423 0.6577 0.8485 52963 72739 37585.3615392652 48192.6994029218 30268.221961105 37458.1249050006 24208.1176993384 36592.2188519941 23430.3211840155 48040.8680114524 115263 274766
